 OTUID	FS0916	CS0908	QQ0718	CS0617	JZ0520	JZ0701	FS0610	FS0702	QH0615	BJ0815	BJ0613	FS0617	FS0716	WZ0519	WZ0728	QH0720	BJ0718	QQ0627	QH0714	CS0715	WZ0630	FS0729	QH0518	QH0601	QQ0829	JZ0729	CS0701	BJ0606	WZ0811	WZ0825	FS0819	QQ0801	WZ0602	BJ0704	WZ0616	QH0525	FS0527	JZ0715	JZ0916	JZ0617	QH0803	JZ0603	CS0825	QH0817	CS0520	BJ0530	CS0527	BJ0516	QQ0615	WZ0714	QQ0913	QQ0815	BJ0919	QQ0926	JZ0527	WZ0505	JZ0819	QQ0710	BJ0801	FS0520	WZ0915	CS0603	QH0629	CS0917
OTU_39	0	0	0	0	0	0	521	459	6	0	0	10	141	0	50	24	0	0	1178	0	1	10	0	12	0	1	1	0	22	19	0	0	0	0	0	1295	0	3	0	3	2093	772	0	266	0	0	0	0	0	48	0	0	0	0	181	0	1	1	0	1328	3	0	15	7
OTU_691	3	7	79	11	169	188	1	0	18	11	113	0	0	208	77	19	41	97	2	5	64	0	4	4	54	15	19	132	46	25	1	109	679	30	88	0	467	146	12	498	11	0	2	1	1	24	20	48	39	128	134	39	216	71	0	0	9	46	51	0	6	3	16	30
OTU_187	217	0	0	0	0	0	132	20	0	0	0	20	10	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	114	0	0	0	0
OTU_172	23	0	0	2	0	5	85	57	0	0	3	118	22	21	0	0	0	0	0	1	4	18	0	0	0	13	0	0	0	1	15	0	139	0	42	0	2	15	7	5	0	93	1	0	0	0	4	0	0	3	2	0	0	1	179	0	11	1	2	45	0	0	0	1
OTU_759	0	0	0	0	1	0	21	0	8	0	0	5	0	0	0	1070	0	0	0	0	0	0	2	81	0	0	0	0	0	1	0	1	1	0	3	0	4	0	0	0	50	4	0	1	0	0	0	0	4	0	0	0	3	0	6	0	0	0	0	13	0	0	1	0
OTU_308	0	0	0	0	0	0	0	0	0	0	0	0	0	39	52	0	0	0	0	0	66	0	0	0	0	0	0	0	31	9	0	0	20	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	25	0	0	0	0	25	0	0	0
OTU_99	0	0	0	0	61	10	0	0	0	0	0	0	0	299	6	0	0	0	0	0	76	0	0	0	0	8	0	0	18	7	0	0	325	0	112	0	24	21	2	17	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	640	5	0	0	0	132	0	0	0
OTU_180	136	0	0	0	0	0	0	0	26	0	0	1	0	0	0	115	0	0	68	0	0	101	58	7	0	0	0	0	0	0	117	0	0	0	0	78	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0
OTU_50	6	2	197	14	4	8	11	26	15	7	4	13	79	4	200	39	7	930	21	44	134	84	27	26	267	26	25	7	482	213	41	245	8	8	14	21	1	6	62	5	29	8	8	12	3	15	14	1	119	81	522	550	0	716	2	9	10	214	2	21	56	7	19	0
OTU_61	1	0	0	2	59	0	652	182	0	0	0	163	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	5	0	0	1	1	1060	0	0	0	0	2	0	0	0	0	0	0	0	1360	0	0	0	0	74	0	0	0	0
OTU_33	1	1150	8	2105	0	0	0	0	0	0	0	0	7	1	1	1	0	0	0	1608	0	3	0	0	358	0	1081	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	1629	0	572	0	1167	0	0	0	203	205	0	44	0	0	0	9	1	0	0	950	0	281
OTU_2715	0	0	0	0	4	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0
OTU_117	30	14	12	18	4	257	4	6	0	15	216	5	1	0	2	0	67	26	0	8	1	1	0	0	40	45	19	88	0	0	4	12	3	19	46	0	54	141	1	143	0	2	6	0	8	38	44	79	2	14	20	24	491	12	1	0	8	5	133	1	0	5	0	30
OTU_291	4	2	0	1	0	9	1	3	1	0	4	1	4	0	14	2	6	3	5	5	6	7	1	1	29	0	3	2	19	36	2	6	0	0	2	8	1	3	3	0	3	3	0	1	4	0	4	0	1	96	30	8	30	7	2	0	1	1	11	4	2	3	2	9
OTU_625	0	0	0	0	39	18	0	1	0	0	0	0	0	41	15	0	0	0	0	0	107	0	1	0	0	27	0	0	16	5	0	0	52	0	38	0	48	32	24	51	0	0	0	0	1	0	1	0	0	12	0	0	1	0	1	63	31	0	0	0	118	0	0	0
OTU_1206	0	4	0	0	230	2	1	0	0	0	0	0	0	0	81	0	0	0	0	0	474	0	0	2	0	1	0	8	1	39	0	0	6	0	79	0	1	450	0	201	0	0	0	0	622	0	0	19	0	0	0	0	0	0	0	0	525	0	1	0	6	1	0	0
OTU_312	1	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	11	0	0	0	0	0	0	0	59	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	21	0	0	0
OTU_115	0	0	2	0	0	0	0	1	0	675	662	0	0	0	0	0	1218	0	3	1	0	0	0	0	0	9	0	636	0	0	0	1	0	872	0	0	0	0	0	0	0	0	0	0	0	754	12	994	0	0	0	3	378	0	0	0	0	0	418	0	0	1	0	0
OTU_191	0	4	33	0	14	1	0	0	0	295	0	0	0	0	0	1	1	0	1	0	0	0	0	3	4	96	0	24	0	0	2	0	1	180	0	0	5	15	1	242	0	0	0	0	0	354	0	74	21	0	0	26	5	0	2	0	573	16	116	1	0	25	3	0
OTU_134	155	0	0	0	0	0	0	0	121	0	0	0	0	0	0	95	0	0	110	0	0	242	113	0	0	0	0	0	0	0	246	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_124	180	28	2	8	0	0	186	98	0	1	1	43	33	0	98	6	0	0	0	7	6	36	0	2	13	0	14	0	18	40	64	2	0	1	0	0	0	0	1	0	3	123	14	0	0	0	19	1	2	72	1	0	0	2	140	0	0	0	1	175	12	2	0	27
OTU_131	0	347	0	57	0	0	0	0	0	39	202	0	0	0	0	10	67	0	12	13	0	0	6	5	1	0	31	9	0	0	0	0	0	14	0	5	0	0	0	0	7	0	75	0	8	4	40	41	0	0	0	0	99	1	0	0	0	0	120	0	0	8	1	789
OTU_93	0	6	1	0	107	300	0	0	0	9	10	0	0	183	19	0	14	0	0	1	4	0	0	0	0	97	3	33	13	7	0	0	282	5	150	0	192	124	18	152	0	0	2	0	0	24	5	15	0	36	0	3	10	0	0	61	24	0	16	0	44	2	0	3
OTU_201	0	0	0	0	0	0	128	5	11	0	0	0	0	2	0	6	0	0	0	0	1	0	3	691	0	0	0	0	1	1	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	7	0	0	99	1	0	6	0
OTU_206	126	0	0	0	0	0	0	0	72	0	0	1	0	0	0	9	0	0	113	0	0	96	1	9	0	0	0	0	0	0	125	0	0	0	0	120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0
OTU_361	6	19	3	26	55	38	14	17	14	6	67	26	42	0	0	46	7	2	31	37	12	11	28	13	0	26	24	20	2	0	6	3	1	1	1	34	176	18	21	58	43	15	14	9	16	19	17	15	0	2	2	4	20	3	29	1	9	0	32	17	0	8	16	59
OTU_401	0	0	0	0	5	4	0	0	0	0	0	0	0	24	0	0	0	0	0	0	12	0	0	0	0	1	0	0	1	0	0	0	19	0	17	0	12	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	27	0	0	0
OTU_129	52	21	3	7	0	8	37	67	7	0	2	80	223	0	0	4	0	10	14	15	1	328	15	16	10	0	6	0	0	0	148	4	0	0	0	2	0	2	1	1	2	11	17	2	2	0	1	1	5	0	4	0	0	7	7	0	0	2	0	12	1	4	3	12
OTU_709	0	0	0	0	2	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	5	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0
OTU_837	0	0	0	0	2	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0
OTU_467	0	0	0	0	1	2	45	0	16	1	0	5	0	0	0	148	0	0	0	0	2	0	4	53	0	1	0	0	0	0	0	0	0	0	0	0	756	0	0	1	9	24	0	1	0	0	1	0	0	0	0	0	16	0	47	0	0	0	14	0	1	0	3	0
OTU_297	27	6	2	9	1	0	19	24	0	0	0	21	33	0	7	0	0	6	0	19	0	15	0	0	5	0	8	0	12	3	11	10	0	0	0	0	0	0	0	0	0	28	4	1	4	0	7	0	1	3	2	1	0	5	36	0	0	3	0	12	18	2	0	23
OTU_359	0	2	14	10	0	1	0	0	8	3	4	0	0	0	0	10	7	25	29	13	0	0	10	35	54	1	3	5	0	0	0	2	0	2	0	12	0	0	0	0	4	0	1	4	1	4	5	1	16	0	18	7	1	14	0	0	2	12	1	0	0	3	4	0
OTU_113	0	0	0	0	648	215	0	0	0	0	0	0	0	53	1	0	0	0	0	0	25	0	0	0	0	63	0	0	1	0	0	0	32	0	42	0	96	27	2	110	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	45	2	0	0	0	32	0	0	0
OTU_507	0	0	0	0	8	5	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	27	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	1	0	0	0	3	0	0	0
OTU_138	0	0	0	0	0	0	0	0	1208	0	0	3	0	0	0	15	0	0	913	0	0	0	1702	109	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0
OTU_222	0	0	0	0	1	0	0	0	0	0	0	0	0	66	37	0	0	0	0	1	143	0	0	0	0	1	1	0	49	14	0	0	90	0	50	0	0	0	4	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	81	1	0	0	0	160	0	0	0
OTU_844	0	11	0	0	0	0	0	0	2	25	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	4	2	0	0	213	0	1	0	0	2	1	15	0
OTU_1612	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_317	0	0	42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	51	0	0	0	0	0	0	29	0	0	1	0	0	0	33	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	40	1	39	26	1	109	1	0	0	19	2	1	0	0	0	0
OTU_26	1	0	3	0	0	0	0	0	0	442	1865	0	0	0	0	0	1471	0	4	0	0	0	0	0	0	11	0	1577	0	0	0	0	0	1151	0	0	0	0	0	0	0	0	0	0	0	1800	0	2392	0	0	0	1	266	0	0	0	0	0	401	0	0	0	0	0
OTU_148	0	0	0	0	0	0	0	0	0	53	211	0	0	0	0	0	251	0	1	0	0	0	0	0	0	3	0	247	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	260	0	273	0	0	0	1	27	0	0	0	0	0	42	0	0	0	0	0
OTU_261	125	0	0	0	0	0	68	13	0	1	43	7	9	0	0	1	3	2	4	0	0	8	8	2	1	2	0	8	0	0	13	0	0	0	0	2	0	3	0	0	0	17	0	0	0	19	0	10	0	0	0	1	0	0	17	0	0	1	0	52	0	0	0	0
OTU_17	0	102	542	1927	42	10	73	339	0	0	1	312	665	0	1	1	3	240	24	394	1	2	23	11	464	813	1488	16	0	1	8	650	0	0	0	12	14	102	385	10	11	88	96	279	1687	1	2453	4	72	0	917	543	0	1052	16	0	331	590	0	78	0	992	1	230
OTU_116	57	0	0	0	0	0	28	91	1	0	0	82	353	0	27	0	0	0	0	0	8	319	2	2	0	0	0	0	69	38	255	0	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	21	0	2	0	1	5	0	0	0	0	26	4	0	0	0
OTU_196	0	0	0	0	0	106	0	0	0	4	38	0	0	0	0	0	5	0	0	0	0	0	0	0	0	82	0	19	0	0	0	0	98	3	37	0	5	149	45	33	0	0	0	0	0	8	0	13	0	2	0	0	40	0	0	0	59	0	38	0	0	0	0	0
OTU_142	7	20	2	31	0	0	3	7	102	0	0	0	3	0	1	102	1	1	116	37	0	9	218	316	3	0	31	0	1	0	5	0	0	0	0	88	0	0	0	0	42	1	17	27	9	1	48	0	2	0	2	4	0	4	0	0	0	0	0	4	1	11	75	2
OTU_419	0	0	0	0	0	3	0	0	1	8	121	0	0	0	0	0	21	0	7	0	0	0	11	4	0	0	0	28	3	11	0	0	0	7	0	8	0	0	0	0	1	0	0	0	0	19	0	8	0	0	0	0	18	0	0	0	0	0	21	0	0	0	1	0
OTU_2174	0	1	0	49	22	0	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	115	0	1	0	35	1	10	0	0	0	0	11	0	0	0	0	2	0	0	0	0	3	1	1	2	0	0	0	98	1	0	1	0	2	1	1	268	10	0	0	0
OTU_873	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	13	0	0	0
OTU_132	0	0	0	0	156	105	0	0	1	0	0	0	0	193	1	0	0	0	0	0	75	0	0	0	0	19	0	0	0	0	0	0	196	0	57	0	172	13	0	39	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	73	0	0	0	0	27	0	0	0
OTU_3243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_173	23	38	1	29	0	0	18	60	1	11	9	64	68	0	0	0	38	2	0	131	0	26	4	1	0	2	47	15	0	0	36	1	0	10	0	2	0	2	22	0	0	23	160	0	21	6	25	6	0	0	0	2	17	3	15	0	4	0	104	26	0	26	3	77
OTU_3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_214	3	0	1	2	0	0	3	0	15	0	1	0	0	0	0	32	0	0	27	2	0	0	103	425	4	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	12	1	0	3	0	4	5	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	86	0
OTU_385	0	3	4	45	1	5	0	2	0	0	0	7	13	0	0	0	0	6	0	74	0	2	0	0	0	0	49	0	0	0	1	5	0	0	0	0	0	0	2	6	44	1	21	28	12	0	5	0	0	0	2	3	0	3	0	0	2	8	0	4	0	8	0	13
OTU_259	18	65	0	16	0	5	267	220	117	0	2	495	113	0	30	70	0	1	173	22	5	66	82	53	2	13	18	0	27	89	53	0	0	0	0	96	0	12	91	2	18	160	21	49	0	0	11	1	0	13	1	1	0	0	204	0	58	0	0	201	60	14	194	156
OTU_159	2	0	0	0	0	0	0	0	30	0	0	3	0	0	0	11	0	0	24	0	0	4	29	0	0	0	0	0	0	0	3	0	0	0	0	11	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	32	0
OTU_1017	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0
OTU_163	1	8	110	4	0	0	0	0	2	6	50	0	0	0	8	109	3	86	4	18	0	0	0	10	14	6	1	28	13	5	0	66	0	0	0	0	0	6	140	0	10	0	1	2	3	4	10	9	23	9	29	5	270	7	0	0	67	36	52	0	0	1	101	82
OTU_406	58	2	29	0	4	38	13	65	1	2	9	20	43	13	7	3	4	41	0	24	9	21	0	0	41	26	1	6	13	8	49	35	22	3	8	0	16	38	14	9	1	13	5	0	0	4	0	6	23	41	64	17	7	17	25	0	11	6	26	25	2	4	12	8
OTU_246	0	23	0	97	2	3	0	0	0	20	11	0	0	0	2	6	36	1	4	40	4	0	4	3	4	6	18	24	2	1	0	4	1	31	3	0	2	1	0	7	14	0	26	0	21	50	285	17	0	7	6	1	13	1	0	1	0	0	20	0	0	114	8	26
OTU_1194	0	0	0	0	83	18	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	6	0	5	0	18	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	12	0	0	0
OTU_589	0	0	6	1	1	1	0	0	0	1	0	0	0	0	14	0	0	40	0	0	0	0	0	0	26	0	0	1	20	23	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	9	14	9	32	0	2	0	0	0	11	0	0	9	0	0	0
OTU_198	0	0	0	1	45	17	0	0	1	0	0	0	0	51	19	2	0	1	5	1	102	0	1	1	0	35	0	0	17	22	0	0	53	0	32	1	56	27	39	36	1	0	0	1	1	0	0	0	0	22	0	0	0	0	1	63	38	1	0	0	121	0	1	0
OTU_1093	0	0	0	1	0	0	0	0	0	0	17	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	3	6	3	0	0	0	0	0	0	0	1	0	0	6	0	0	1	0	0
OTU_2183	0	0	0	0	32	161	0	0	2	4	34	0	0	760	13	0	40	0	0	0	122	0	0	0	0	154	0	58	5	10	0	0	546	5	93	0	65	283	38	401	0	0	0	0	0	34	0	18	0	11	0	0	0	0	0	1231	123	0	5	0	74	0	0	0
OTU_984	17	0	0	1	0	9	15	25	0	1	2	28	23	0	78	2	0	1	0	2	47	8	0	0	2	4	1	2	37	6	20	1	5	0	16	0	1	12	3	2	1	24	3	0	0	0	0	0	0	181	4	0	0	0	29	0	3	0	0	21	4	1	1	13
OTU_140	0	0	0	0	267	247	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	18	0	4	0	232	94	2	157	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	7	0	0	0	12	0	0	0
OTU_477	0	0	0	0	2	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	7	0	7	0	0	0	0	0	0	27	0	0	0	0	0	0	0	3	0	0	0	0	43	0	0	0	0	6	3	0	0	0
OTU_287	0	0	0	3	1	0	0	0	0	4	0	0	0	45	25	0	0	0	0	0	103	0	0	0	0	0	1	0	11	9	0	0	49	0	34	1	0	0	2	3	0	0	0	0	1	0	3	0	0	16	0	0	0	0	0	47	0	0	0	0	111	0	2	1
OTU_48	10	0	1	4	6	122	0	0	0	74	47	0	0	45	1222	0	76	22	0	1	362	0	0	0	9	17	0	67	333	311	0	1	79	57	1196	0	24	30	5	27	0	0	0	0	0	56	2	22	3	850	3	7	10	4	0	1	0	2	17	0	295	1	0	0
OTU_557	4	0	0	0	0	0	19	9	0	0	0	13	4	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	39	0	0	0	1
OTU_1196	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
OTU_1143	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	6	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_307	0	0	11	32	6	13	0	0	1	1	0	0	0	17	0	0	7	12	0	1	0	0	0	0	25	6	3	11	0	0	0	20	6	0	2	0	20	4	22	12	0	0	1	0	5	1	16	0	5	0	50	21	5	17	0	9	0	3	10	0	0	18	0	9
OTU_102	4	6	0	26	17	76	4	0	2	3	31	0	0	432	0	1	7	2	2	8	8	0	0	5	0	33	4	2	0	0	1	0	195	5	176	0	95	58	48	39	27	2	1	0	0	1	2	0	1	2	0	1	15	0	1	45	312	0	18	3	2	8	0	87
OTU_121	0	750	0	0	0	2	0	0	0	147	0	20	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	11	0	0	1	18	0	0	0	1	0	0	0	0	1	0	5	2	0	0	247	0	0	0	0	0	17	4	0
OTU_816	0	0	0	2	3	2	1	1	1	0	1	0	0	1	0	0	2	0	0	1	0	0	2	0	0	2	2	0	0	0	0	0	0	0	2	0	5	4	0	3	0	0	0	0	0	0	1	0	0	0	3	1	4	2	1	0	0	0	4	0	0	0	0	0
OTU_610	373	0	0	0	0	0	1	0	132	0	0	0	0	0	0	28	0	0	176	0	0	173	1	11	0	1	0	0	0	0	277	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
OTU_87	0	0	4	0	0	0	0	0	0	123	708	0	0	0	0	0	416	0	0	0	0	0	0	0	0	3	0	456	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	575	0	95	0	0	0	2	283	1	0	0	0	0	592	0	0	0	0	0
OTU_3400	0	0	0	0	1	0	0	0	0	0	0	0	0	35	3	0	0	0	0	0	12	0	0	0	0	2	0	0	2	1	0	0	27	0	10	0	3	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	50	1	0	0	0	34	0	0	0
OTU_68	28	63	15	39	0	0	36	38	379	0	1	12	15	0	5	61	0	84	486	32	0	18	641	691	34	0	19	0	35	19	19	50	0	0	0	509	0	0	0	0	19	26	34	77	15	1	99	0	44	5	42	64	0	129	6	0	0	14	0	28	5	18	308	52
OTU_305	0	0	0	0	2	7	0	0	0	0	0	0	0	0	156	0	0	0	0	0	3	0	0	0	0	5	0	0	73	23	0	0	0	0	1	0	1	3	1	8	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	30	0	0	0
OTU_634	0	0	0	0	41	34	0	0	0	1	0	0	0	16	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	46	0	39	0	84	17	0	27	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	19	0	0	0	0	5	0	0	0
OTU_1118	0	22	0	0	154	0	173	0	1	19	0	7	0	0	1	0	0	0	0	0	0	4	4	0	0	1	3	0	0	0	0	2	6	0	0	0	28	0	3	4	3	0	0	0	1	2	2	1	0	0	0	10	0	0	0	1	0	200	0	1	0	184	2	0
OTU_178	6	0	2	0	0	0	0	1	0	0	0	0	0	0	9	1	0	2	3	1	0	1	1	1	2	0	0	0	5	46	2	0	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	8	1	0	0	4	1	0	0	2	0	0	6	0	5	0
OTU_3037	0	0	2	0	1	0	4	15	15	0	0	4	0	0	0	113	0	0	2	0	0	2	0	14	2	0	0	0	1	4	1	4	2	0	0	76	162	0	0	0	4907	0	0	6	0	0	0	1	7	0	0	33	12	0	0	0	0	30	0	1	3	0	6	22
OTU_189	2	1	7	10	37	24	1	15	1	1	3	7	12	72	0	0	2	14	0	1	0	7	0	0	9	6	4	0	0	0	4	19	215	0	7	0	78	9	5	33	0	2	2	0	2	2	13	1	3	0	15	9	4	7	5	0	8	2	3	3	0	1	0	4
OTU_23	13	146	362	304	0	22	62	62	5	21	79	94	51	3	558	40	57	587	3	213	966	33	4	1	338	148	268	63	319	260	18	468	9	26	211	2	0	90	405	9	39	104	131	3	72	15	289	39	244	1496	983	267	170	375	159	2	238	317	108	58	27	181	13	618
OTU_378	0	0	0	0	2	0	0	36	4	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_71	0	0	1	0	0	0	0	0	0	229	634	0	0	0	0	0	622	0	1	0	0	0	0	0	0	2	0	616	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	155	0	227	0	0	0	2	731	4	0	0	0	0	1026	0	0	0	1	0
OTU_62	545	33	178	22	1	0	378	45	0	3	185	21	37	0	0	0	11	224	0	18	0	49	0	0	149	0	10	66	0	0	31	218	0	3	0	0	0	0	0	0	0	114	8	0	3	22	9	32	46	0	929	181	4	24	393	0	0	112	6	287	0	7	0	74
OTU_1242	0	0	0	0	27	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	6	0	0	1	1	0	0	1	0	3	0	11	10	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	0	5	0	0	0
OTU_2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_369	160	0	0	0	0	0	0	3	213	0	0	0	0	0	0	186	0	0	108	0	0	174	307	180	0	0	0	0	0	0	582	0	0	0	0	97	0	0	0	0	84	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0
OTU_487	0	0	1	0	16	33	1	0	15	1	0	1	1	87	99	30	0	1	27	0	110	2	56	23	2	43	0	0	102	33	0	6	42	0	48	26	13	15	11	17	33	0	0	14	0	0	0	0	0	47	5	5	0	12	0	27	8	0	0	0	55	0	22	0
OTU_276	120	67	92	209	125	308	42	47	0	4	3	6	92	1	61	2	4	210	1	94	42	86	3	0	186	130	68	5	42	46	127	68	24	0	155	0	68	213	35	189	0	41	12	0	0	16	15	0	45	41	134	157	0	44	40	3	51	119	3	19	63	25	1	43
OTU_500	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	0	0	19	0	0	0	77	15	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_179	1	29	8	75	0	0	2	65	0	0	0	35	166	0	0	0	0	9	0	51	0	26	0	0	1	10	115	0	0	0	9	9	0	0	0	0	0	0	4	0	3	3	291	251	31	0	103	0	0	0	8	5	0	16	1	0	2	37	0	5	0	14	0	21
OTU_1258	21	0	5	0	14	21	10	1	4	3	33	3	1	3	0	8	8	8	0	0	4	1	0	0	24	35	0	15	0	0	1	7	28	3	10	1	32	21	19	27	8	7	0	0	0	9	0	8	2	2	10	6	51	6	8	0	9	5	23	3	2	0	3	5
